iter	RMSE
224	8.790967956
225	8.790722093
226	8.790479156
227	8.790133697
228	8.789816957
229	8.789524344
230	8.789283253
231	8.789053629
232	8.788811689
233	8.788612403
234	8.788354455
235	8.787865408
236	8.787557258
237	8.787263262
238	8.787036459
239	8.78676189
240	8.78652713
241	8.786312492
242	8.786007509
243	8.785815849
244	8.785630995
245	8.785284915
246	8.785109546
247	8.784851894
248	8.784645485
249	8.784495785
250	8.784217016
251	8.783956351
252	8.783815375
253	8.783595942
254	8.783328776
255	8.783096115
256	8.782851224
257	8.782644398
258	8.782410618
259	8.782209025
260	8.78199909
261	8.781829002
262	8.781618274
263	8.781303016
264	8.781060391
265	8.780811621
266	8.780613723
267	8.780437769
268	8.780264553
269	8.780063383
270	8.77989834
271	8.779607395
272	8.779270636
273	8.778996846
274	8.778772525
275	8.778538828
276	8.778340438
277	8.778009778
278	8.777863717
279	8.777668108
280	8.777429876
281	8.777213084
282	8.77701151
283	8.776783208
284	8.776557714
285	8.776403518
286	8.776201227
287	8.775935372
288	8.775702362
289	8.775533946
290	8.775275374
291	8.775147505
292	8.774920315
293	8.774664599
294	8.774490696
295	8.774266389
296	8.774034103
297	8.773851411
298	8.773673341
299	8.77351633
300	8.773287635
301	8.773104296
302	8.772850307
303	8.772623658
304	8.772433394
305	8.772168119
306	8.772000064
307	8.771806608
308	8.771525105
309	8.7713216
310	8.771175207
311	8.770962623
312	8.770797199
313	8.770505862
314	8.770285119
315	8.770090262
316	8.769928522
317	8.769787989
318	8.769599526
319	8.769477118
320	8.769289756
321	8.76910847
322	8.768944754
323	8.768667867
324	8.768466497
325	8.768316651
326	8.768065457
327	8.76786358
328	8.767633436
329	8.767495146
330	8.767235049
331	8.767116452
332	8.766917249
333	8.766719008
334	8.766524221
335	8.766304803
336	8.766070191
337	8.765778064
338	8.765637402
339	8.765494895
340	8.765302408
341	8.765180907
342	8.764965927
343	8.764763189
344	8.764574853
345	8.764387214
346	8.764222941
347	8.763985601
348	8.763849455
349	8.763631558
350	8.763384641
351	8.763222522
352	8.763003317
353	8.762874394
354	8.762684385
355	8.762517547
356	8.762347387
357	8.762217585
358	8.762006931
359	8.76180982
360	8.761533122
361	8.761382687
362	8.761270461
363	8.761071658
364	8.760906838
365	8.760737003
366	8.760515536
367	8.760349845
368	8.760133502
369	8.759934458
370	8.759683191
371	8.759525976
372	8.759338178
373	8.759206114
374	8.759016632
375	8.758837228
376	8.758639691
377	8.758509754
378	8.758326121
379	8.758112823
380	8.758001781
381	8.757842418
382	8.757686615
383	8.757555861
384	8.757246579
385	8.757074347
386	8.756801765
387	8.756595255
388	8.756464001
389	8.756236505
390	8.75593009
391	8.755736276
392	8.755579977
393	8.755383898
394	8.755177346
395	8.755049634
396	8.754833229
397	8.754585833
398	8.754452642
399	8.754260011
400	8.754156544
401	8.753930279
402	8.753763221
403	8.753552595
404	8.753327267
405	8.753119209
406	8.752902798
407	8.752769855
408	8.75255998
409	8.752334651
410	8.752122907
411	8.751944089
412	8.751830755
413	8.751605353
414	8.751431025
415	8.751293868
416	8.75118548
417	8.751042044
418	8.75091371
419	8.750756814
420	8.750645669
421	8.750514694
422	8.750343195
423	8.750183847
424	8.750048763
425	8.74986431
426	8.749591153
427	8.749422909
428	8.749214017
429	8.748901698
430	8.748714644
431	8.74857021
432	8.748351206
433	8.748172165
434	8.748003539
435	8.747831047
436	8.747644102
437	8.747443376
438	8.747313823
439	8.747157079
440	8.746973648
441	8.746820412
442	8.746646884
443	8.746447998
444	8.746284407
445	8.746077516
446	8.74588892
447	8.745723378
448	8.745463051
449	8.745326818
450	8.745179174
451	8.744868534
452	8.744726741
453	8.744526297
454	8.744363682
455	8.744205996
456	8.744010888
457	8.743893548
458	8.743744054
459	8.743602291
460	8.743461109
461	8.743321192
462	8.743120527
463	8.74299929
464	8.742780346
465	8.742623577
466	8.742449061
467	8.742298965
468	8.742148608
469	8.742001404
470	8.741727304
471	8.74158105
472	8.741359838
473	8.741207361
474	8.740998086
475	8.740816894
476	8.740647018
477	8.74047537
478	8.740310442
479	8.740056938
480	8.739922297
481	8.739692706
482	8.739494354
483	8.739254687
484	8.739157505
485	8.738994033
486	8.738857922
487	8.738756341
488	8.738555155
489	8.738433734
490	8.738293603
491	8.738091363
492	8.737899644
493	8.73774977
494	8.737560858
495	8.73732169
496	8.737214803
497	8.737079884
498	8.736923748
499	8.736797729
500	8.736602622
501	8.736466096
502	8.73628589
503	8.736132171
504	8.735964148
505	8.735852436
506	8.735692271
507	8.735482743
508	8.735269787
509	8.735150848
510	8.734994289
511	8.734796202
512	8.734661778
513	8.734558291
514	8.734417313
515	8.734274179
516	8.734147556
517	8.733975936
518	8.733801581
519	8.733653999
520	8.733494705
521	8.733390141
522	8.733235533
523	8.733017706
524	8.732861229
525	8.73267233
526	8.732542513
527	8.732374742
528	8.7322117
529	8.732109914
530	8.731973003
531	8.731726979
532	8.731597063
533	8.73143595
534	8.731242413
535	8.73109327
536	8.730984688
537	8.73083639
538	8.730655642
539	8.73048608
540	8.73036098
541	8.730246015
542	8.730076571
543	8.729867687
544	8.729676597
545	8.729472073
546	8.729244186
547	8.729092333
548	8.728922652
549	8.72877439
550	8.728619806
551	8.728490037
552	8.728351238
553	8.728217696
554	8.728050189
555	8.727920341
556	8.72777568
557	8.727569109
558	8.727433656
559	8.727303636
560	8.727152622
561	8.727036279
562	8.726927106
563	8.726796528
564	8.726667474
565	8.726505641
566	8.726325007
567	8.726195482
568	8.726061255
569	8.725906608
570	8.72576902
571	8.72563336
572	8.725460437
573	8.725330663
574	8.725206527
575	8.72501033
576	8.724865262
577	8.724751127
578	8.724583484
579	8.724479032
580	8.724344625
581	8.724241276
582	8.724122725
583	8.723942061
584	8.723654307
585	8.723503374
586	8.723369855
587	8.723266065
588	8.723095043
589	8.722962181
590	8.722744649
591	8.722617096
592	8.722445271
593	8.72230825
594	8.722184114
595	8.722062148
596	8.721924283
597	8.721797493
598	8.721661298
599	8.721484389
600	8.721322714
601	8.721163812
602	8.721008534
603	8.720874894
604	8.720754107
605	8.720614723
606	8.720499696
607	8.720368289
608	8.720206744
609	8.720016651
610	8.719838229
611	8.719721775
612	8.719624146
613	8.71952293
614	8.719356641
615	8.71920642
616	8.719095701
617	8.718989016
618	8.718855899
619	8.718685631
620	8.718517098
621	8.718385105
622	8.718242849
623	8.718086587
624	8.71795775
625	8.717816372
626	8.717707607
627	8.717576434
628	8.717397772
629	8.71727671
630	8.717181904
631	8.717039877
632	8.716899078
633	8.716731959
634	8.716554111
635	8.716433085
636	8.716290314
637	8.716160516
638	8.716036338
639	8.715908241
640	8.715771102
641	8.715571905
642	8.715462566
643	8.715338153
644	8.715205846
645	8.715065114
646	8.714898767
647	8.714776818
648	8.714659918
649	8.714560751
650	8.714447616
651	8.714265722
652	8.71416544
653	8.714018285
654	8.71389866
655	8.713739237
656	8.713616924
657	8.71349515
658	8.713312774
659	8.713186055
660	8.712965688
661	8.71283235
662	8.71267213
663	8.712579284
664	8.712454831
665	8.712348045
666	8.712208682
667	8.71210846
668	8.711978022
669	8.711858213
670	8.711705062
671	8.711614643
672	8.711477935
673	8.711331858
674	8.711177828
675	8.711065416
676	8.710912954
677	8.710818657
678	8.710687578
679	8.710567104
680	8.710430946
681	8.710310577
682	8.710179674
683	8.710074316
684	8.709950537
685	8.709789058
686	8.709658512
687	8.70949283
688	8.709371802
689	8.709242108
690	8.709106204
691	8.708960547
692	8.70882632
693	8.708678637
694	8.708572978
695	8.708437565
696	8.708263089
697	8.708186292
698	8.708039904
699	8.7079107
700	8.707811537
701	8.707693073
702	8.707547224
703	8.707400741
704	8.70730929
705	8.707121801
706	8.707001882
707	8.706856722
708	8.706785146
709	8.706670115
710	8.706520666
711	8.706386065
712	8.706163469
713	8.706059044
714	8.705916966
715	8.705796436
716	8.705649204
717	8.70550504
718	8.705403584
719	8.70528607
720	8.705158789
721	8.705050973
722	8.704936024
723	8.704803829
724	8.704684193
725	8.70456982
726	8.704443962
727	8.704322224
728	8.70422698
729	8.704104551
730	8.704017109
731	8.703919606
732	8.70380965
733	8.703680774
734	8.703534453
735	8.70340969
736	8.703271812
737	8.70313562
738	8.703018345
739	8.702908499
740	8.702778
741	8.702616871
742	8.702475103
743	8.702351772
744	8.702205838
745	8.702075596
746	8.701916462
747	8.701799723
748	8.701595273
749	8.701468082
750	8.701362533
751	8.701241064
752	8.701112705
753	8.700986075
754	8.700896738
755	8.700746485
756	8.700619834
757	8.70049009
758	8.70037178
759	8.700256589
760	8.700072613
761	8.699957972
762	8.699864133
763	8.699741628
764	8.699595835
765	8.699495115
766	8.699379128
767	8.699213104
768	8.699086994
769	8.698978435
770	8.698842718
771	8.698689853
772	8.698577641
773	8.698458032
774	8.69831426
775	8.698192776
776	8.698073011
777	8.697964431
778	8.697846803
779	8.697741899
780	8.697606452
781	8.697484089
782	8.697368728
783	8.69722145
784	8.697102129
785	8.696965142
786	8.696810968
787	8.696691034
788	8.696596828
789	8.696491352
790	8.696386048
791	8.696267611
792	8.696147485
793	8.696016293
794	8.695864885
795	8.695719972
796	8.695572789
797	8.695450598
798	8.69532746
799	8.695196465
800	8.69504886
801	8.694907786
802	8.694799495
803	8.694694604
804	8.694633723
805	8.694546675
806	8.694382338
807	8.694260056
808	8.694145114
809	8.694013576
810	8.693909954
811	8.693759214
812	8.693589036
813	8.693478689
814	8.693341363
815	8.693217371
816	8.693107917
817	8.692982797
818	8.692827463
819	8.692730198
820	8.692628128
821	8.692519891
822	8.692411168
823	8.69228501
824	8.692171029
825	8.692063881
826	8.6919498
827	8.69186765
828	8.691739586
829	8.6916447
830	8.691521806
831	8.691377063
832	8.691238227
833	8.691091903
834	8.690943241
835	8.690813212
836	8.690671241
837	8.690563999
838	8.690459676
839	8.690317689
840	8.690207677
841	8.690106444
842	8.689963373
843	8.689857048
844	8.689736933
845	8.689648731
846	8.689551017
847	8.689405614
848	8.689292484
849	8.689185747
850	8.68906901
851	8.688942898
852	8.688827045
853	8.688723217
854	8.688608816
855	8.688455518
856	8.688327313
857	8.688196997
858	8.688073537
859	8.687990957
860	8.687879504
861	8.687788334
862	8.687654417
863	8.687517623
864	8.687405755
865	8.687262512
866	8.687162569
867	8.687051173
868	8.686908618
869	8.686794972
870	8.686668377
871	8.686560385
872	8.686466874
873	8.686383003
874	8.686280906
875	8.686125932
876	8.686029227
877	8.685942488
878	8.685836875
879	8.685672052
880	8.685561292
881	8.685456144
882	8.685365926
883	8.685225915
884	8.685131445
885	8.684999364
886	8.684911923
887	8.684790392
888	8.684683491
889	8.684591484
890	8.684467104
891	8.6843271
892	8.684203184
893	8.684086731
894	8.684001368
895	8.683898629
896	8.683787639
897	8.683711473
898	8.683585538
899	8.683435158
900	8.683319611
901	8.683195424
902	8.683057752
903	8.682962517
904	8.682880135
905	8.68278504
906	8.682642768
907	8.68253757
908	8.682417088
909	8.682290866
910	8.682155015
911	8.682049961
912	8.681913292
913	8.681787026
914	8.681693321
915	8.681595225
916	8.681492491
917	8.681384714
918	8.681260608
919	8.681131992
920	8.681027182
921	8.680898193
922	8.680792968
923	8.680707541
924	8.680607725
925	8.680512824
926	8.680423045
927	8.680320523
928	8.680187232
929	8.680076006
930	8.679938431
931	8.679795701
932	8.679686884
933	8.679618689
934	8.679495666
935	8.679391779
936	8.679259894
937	8.679173827
938	8.679051231
939	8.678912956
940	8.678806599
941	8.678669502
942	8.678536003
943	8.678456541
944	8.67836785
945	8.678254285
946	8.678144607
947	8.67802756
948	8.677931754
949	8.677849914
950	8.677727801
951	8.677571476
952	8.677491001
953	8.677370559
954	8.677294657
955	8.67717477
956	8.677030625
957	8.676898881
958	8.676807155
959	8.676751238
960	8.676605576
961	8.676498802
962	8.676370449
963	8.676261175
964	8.676158128
965	8.676037431
966	8.675924608
967	8.675833803
968	8.675731178
969	8.675608474
970	8.675465509
971	8.675358697
972	8.675228384
973	8.675132276
974	8.675018954
975	8.674929064
976	8.67483164
977	8.674739601
978	8.674632576
979	8.674506484
980	8.674376754
981	8.674290783
982	8.674192097
983	8.674061344
984	8.673947432
985	8.673829782
986	8.673734024
987	8.67363194
988	8.673473526
989	8.673378029
990	8.673289827
991	8.673178028
992	8.673094325
993	8.672971194
994	8.672903278
995	8.672837194
996	8.67272812
997	8.672623932
998	8.672523437
999	8.672410672
