iter	Passed	Remaining
603	15088	9892
604	15109	9864
605	15132	9838
606	15157	9813
607	15178	9786
608	15199	9758
609	15221	9731
610	15245	9706
611	15268	9679
612	15291	9653
613	15312	9626
614	15338	9602
615	15359	9574
616	15381	9548
617	15403	9521
618	15424	9494
619	15448	9468
620	15471	9442
621	15494	9415
622	15516	9389
623	15540	9364
624	15562	9337
625	15586	9312
626	15609	9286
627	15632	9259
628	15656	9234
629	15680	9209
630	15702	9182
631	15725	9156
632	15751	9132
633	15774	9106
634	15796	9080
635	15820	9054
636	15843	9028
637	15866	9002
638	15888	8975
639	15911	8950
640	15934	8924
641	15958	8899
642	15983	8874
643	16006	8848
644	16029	8822
645	16049	8794
646	16071	8768
647	16094	8742
648	16116	8716
649	16142	8691
650	16163	8665
651	16186	8639
652	16208	8613
653	16229	8586
654	16250	8559
655	16270	8532
656	16294	8506
657	16315	8480
658	16339	8454
659	16360	8427
660	16382	8401
661	16403	8375
662	16426	8349
663	16449	8324
664	16486	8305
665	16518	8283
666	16549	8262
667	16578	8239
668	16606	8216
669	16636	8194
670	16667	8172
671	16691	8147
672	16718	8123
673	16744	8098
674	16769	8074
675	16795	8049
676	16818	8023
677	16839	7997
678	16861	7971
679	16887	7946
680	16923	7927
681	16953	7904
682	16976	7879
683	16998	7853
684	17020	7826
685	17043	7801
686	17067	7776
687	17090	7750
688	17112	7724
689	17138	7700
690	17163	7675
691	17193	7652
692	17220	7628
693	17246	7604
694	17281	7583
695	17324	7567
696	17362	7547
697	17391	7524
698	17417	7500
699	17443	7475
700	17468	7451
701	17503	7430
702	17534	7407
703	17562	7384
704	17592	7361
705	17626	7340
706	17690	7331
707	17723	7309
708	17748	7284
709	17775	7260
710	17805	7237
711	17832	7213
712	17876	7195
713	17900	7170
714	17929	7146
715	17957	7122
716	17987	7099
717	18021	7077
718	18056	7057
719	18088	7034
720	18123	7013
721	18156	6991
722	18188	6968
723	18214	6943
724	18244	6920
725	18274	6896
726	18302	6872
727	18329	6848
728	18355	6823
729	18382	6799
730	18409	6774
731	18436	6750
732	18462	6725
733	18490	6700
734	18515	6675
735	18540	6650
736	18577	6629
737	18611	6607
738	18647	6585
739	18675	6561
740	18704	6537
741	18734	6514
742	18766	6491
743	18796	6467
744	18828	6444
745	18856	6420
746	18890	6397
747	18924	6375
748	18953	6351
749	18983	6327
750	19009	6302
751	19035	6277
752	19062	6252
753	19101	6232
754	19141	6211
755	19176	6189
756	19365	6216
757	19760	6308
758	19805	6288
759	19858	6271
760	19909	6252
761	19967	6236
762	20012	6216
763	20051	6193
764	20087	6170
765	20113	6144
766	20212	6140
767	20344	6145
768	20387	6124
769	20427	6101
770	20458	6076
771	20483	6049
772	20507	6022
773	20532	5995
774	20557	5968
775	20582	5941
776	20608	5914
777	20635	5888
778	20662	5861
779	20690	5835
780	20715	5808
781	20737	5780
782	20757	5752
783	20786	5726
784	20811	5699
785	20838	5673
786	20867	5647
787	20895	5621
788	20918	5594
789	20942	5566
790	20964	5539
791	20987	5511
792	21009	5484
793	21034	5457
794	21059	5430
795	21082	5403
796	21106	5376
797	21129	5348
798	21152	5321
799	21174	5293
800	21198	5266
801	21223	5239
802	21245	5212
803	21265	5184
804	21284	5155
805	21306	5128
806	21333	5102
807	21359	5075
808	21385	5048
809	21410	5022
810	21438	4996
811	21465	4969
812	21491	4943
813	21520	4917
814	21547	4891
815	21572	4864
816	21595	4837
817	21623	4811
818	21648	4784
819	21677	4758
820	21705	4732
821	21732	4706
822	21758	4679
823	21785	4653
824	21806	4625
825	21827	4597
826	21849	4570
827	21870	4543
828	21892	4515
829	21916	4488
830	21938	4461
831	21958	4433
832	21981	4406
833	22000	4379
834	22021	4351
835	22042	4324
836	22068	4297
837	22097	4271
838	22123	4245
839	22147	4218
840	22169	4191
